Phage Name,Zipcode,Population Density,County,Year Found,pH,Waterquality,GHI,Dew Point,Albedo,Latitude,Longitude,AQI,PM25,PM10,CO_8H,NO2_1H,SO3_1H,GC%,Temperate?,Genome Length(bp),Accession #
Techage,24063,,Montgomery County,2017.0,7.745804809713569,,179.90068493150685,6.629394977168947,0.17419178082193765,37.23272100000001,-80.409856,43.0,10.3,46.0,3.7,45.0,30.0,67.4,TRUE,47094,MK919480
TeddyBear,15213,14474.0,Allegheny County,2016.0,7.6713985264411235,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4464,-79.9544,38.0,9.1,41.0,3.3,40.0,26.0,63.4,FALSE,41555,MH045564
TeddyBoy,23061,135.0,Gloucester County,2018.0,7.669264871412745,"Stable, high stage",185.70559360730599,9.947488584474886,0.15621917808218624,37.409022,-76.581367,56.0,14.4,65.0,5.0,58.0,39.0,68.8,FALSE,17449,MN428062
Teehee,,,communauté maritime des Îles-de-la-Madeleine,2018.0,,,,,,,,,,,,,,67.0,FALSE,62291,
Tefunt,75211,4151.0,Dallas County,2016.0,7.670040584315407,"Stable, normal stage",203.92157534246576,11.363926940639267,0.17378082191783345,32.757548,-96.913029,40.0,9.6,43.0,3.5,42.0,28.0,66.8,TRUE,50574,MF766048
Temper16,43210,6102.0,Franklin County,2018.0,7.787578354269006,Falling stage,171.3874429223744,6.369520547945205,0.2559452054794956,39.996705,-83.015134,14.0,3.3,15.0,1.2,14.0,9.0,61.9,FALSE,43950,MF668285
Tempo,10911,2.0,Rockland County,2018.0,7.667371786136715,Not applicable,168.19086757990868,5.6202054794520535,0.23690410958904945,41.305,-74.0046,11.0,2.6,11.0,0.9,11.0,7.0,67.0,FALSE,62869,MT310894
Tenda,15601,690.0,Westmoreland County,2017.0,7.667349112970244,"Stable, normal stage",166.53344748858447,5.713356164383563,0.261835616438399,40.2647,-79.5716,40.0,9.6,43.0,3.5,42.0,28.0,63.4,FALSE,41553,MG839028
Tenno,07094,2794.0,Hudson County,2017.0,7.665933862334348,,173.0908675799087,7.307819634703198,0.19164383561641848,40.79,-74.06,15.0,3.6,16.0,1.3,15.0,10.0,49.6,FALSE,58193,MH825711
Terapin,15213,14474.0,Allegheny County,2015.0,7.665919016354889,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.443778,-79.953068,38.0,9.1,41.0,3.3,40.0,26.0,59.6,FALSE,66611,KX557285
Terij,68048,129.0,Cass County,2017.0,7.668098987362428,Not applicable,179.2559360730594,4.499086757990868,0.25216438356170473,41.014806,-95.898806,17.0,4.0,18.0,1.4,18.0,11.0,70.2,None,55691,MN813684
Terminus,90024,16154.0,Los Angeles County,2014.0,7.668275863566242,Not applicable,226.7365296803653,8.049885844748859,0.13852054794521435,34.0675,-118.45444,42.0,10.0,45.0,3.6,44.0,29.0,63.1,TRUE,76169,MF919535
Tesla,60543,847.0,Kendall County,2016.0,7.668378963335438,"Stable, normal stage",172.15787671232877,5.034246575342466,0.3168219178082487,41.631513,-88.292694,49.0,11.7,52.0,4.3,51.0,34.0,63.4,FALSE,64625,MG757167
Teutsch,76087,133.0,Parker County,2017.0,7.670020865329295,,211.35547945205482,10.341210045662098,0.15013698630138142,32.602778,-97.87,40.0,9.6,43.0,3.5,42.0,28.0,50.0,FALSE,132885,MK460248
Texage,01845,1078.0,Essex County,2014.0,7.667983257989143,"Stable, normal stage",162.38093607305936,5.700228310502284,0.2264657534246719,42.669167,-71.1225,38.0,9.1,41.0,3.3,40.0,26.0,64.0,TRUE,50081,KT326767
ThankyouJordi,15601,690.0,Westmoreland County,2016.0,7.667932828179151,"Stable, normal stage",166.53344748858447,5.713356164383563,0.261835616438399,40.2638,-79.5718,40.0,9.6,43.0,3.5,42.0,28.0,66.4,TRUE,53453,MK801727
Theia,20171,3791.0,Fairfax County,2009.0,7.668184251671013,"Stable, normal stage",177.32933789954342,7.3471803652968015,0.16589041095891055,38.944217,-77.405231,47.0,11.2,50.0,4.1,49.0,32.0,60.8,TRUE,51543,KT438501
TheloniousMonk,42101,197.0,Warren County,2014.0,7.668180639781442,,180.12557077625567,9.494292237442922,0.1762739726027603,37.015833,-86.444722,40.0,9.6,43.0,3.5,42.0,28.0,63.6,TRUE,52055,KT363731
Theresita,18015,1546.0,Lehigh County,2018.0,7.668647332935821,"Stable, normal stage",170.79623287671234,6.056050228310503,0.1743835616438257,40.6,-75.4,39.0,9.3,42.0,3.4,41.0,27.0,65.9,FALSE,40234,MK660713
Thespis,23943,844.0,Prince Edward County,2016.0,7.668364622542776,Peak stage,186.42785388127854,8.925342465753424,0.14276712328764646,37.2411,-78.4641,49.0,11.7,52.0,4.3,51.0,34.0,67.0,TRUE,47618,MG198785
Thestral,76203,,Denton County,2016.0,7.7971275786891034,"Stable, normal stage",208.52066210045663,10.775228310502284,0.16802739726028745,33.203441999999995,-97.15483,42.0,10.0,45.0,3.6,44.0,29.0,67.7,TRUE,52628,MH651190
ThetaBob,71901,286.0,Garland County,2014.0,7.669225162923174,,190.8667808219178,11.599429223744293,0.13408219178080524,34.458881,-93.02645,29.0,6.9,31.0,2.5,30.0,20.0,61.7,TRUE,56714,MK977709
Thibault,17837,318.0,Union County,2010.0,7.669019257608836,"Stable, normal stage",164.04554794520547,5.503310502283106,0.2290410958904568,40.956292,-76.882325,30.0,7.2,32.0,2.6,31.0,21.0,60.8,TRUE,106327,JN201525
Thiqqums,,,,,,,180.49235159817349,7.419178082191781,0.17175342465754556,39.2585,-76.7131,34.0,8.1,36.0,2.9,36.0,23.0,58.1,FALSE,57624,MT657340
Thor,15260,,Allegheny County,2010.0,7.668987774619175,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444549,-79.953754,38.0,9.1,41.0,3.3,40.0,26.0,63.7,TRUE,53058,KP027204
Thora,49546,1765.0,Kent County,2010.0,7.668988502914977,,165.19406392694063,4.544634703196347,0.30394520547947024,42.931666,-85.586111,27.0,6.4,29.0,2.3,28.0,18.0,66.5,FALSE,68839,JF957056
Thorongil,,,,,,,181.28630136986303,6.247488584474888,0.16545205479453115,37.30516,-80.3181,43.0,10.3,46.0,3.7,45.0,30.0,63.3,FALSE,41331,
Thoth,15213,14474.0,Allegheny County,2019.0,7.669146161144044,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.446665,-79.95430400000002,38.0,9.1,41.0,3.3,40.0,26.0,59.7,FALSE,64606,
ThreeOh3D2,44113,5018.0,Cuyahoga County,2006.0,7.669253809694079,"Stable, normal stage",163.9192922374429,6.313698630136987,0.2536986301369087,41.482509,-81.706824,35.0,8.4,37.0,3.0,37.0,24.0,66.5,FALSE,68992,JN699009
ThreeRngTarjay,48221,7104.0,Wayne County,2016.0,7.669660100424711,Not applicable,165.8537671232877,5.131506849315068,0.2631506849315241,42.414,-83.137982,19.0,4.5,20.0,1.6,20.0,13.0,61.0,TRUE,113254,MK524527
Thumb,90095,8.0,Los Angeles County,2017.0,7.669732021904127,,231.3809360730594,7.317465753424657,0.10972602739727212,34.0732,-118.4505,42.0,10.0,45.0,3.6,44.0,29.0,57.5,FALSE,68408,MG962376
Thunderclap,73069,1510.0,Cleveland County,2019.0,,,205.09509132420087,8.362328767123287,0.17268493150686626,35.174053,-97.444489,66.0,19.2,85.0,6.0,68.0,47.0,53.0,FALSE,59150,
Thyatira,47203,333.0,Bartholomew County,2017.0,7.670033053971009,,179.5555936073059,7.354109589041097,0.2251506849315296,39.1951,-85.88614,15.0,3.6,16.0,1.3,15.0,10.0,64.6,TRUE,63874,MH576966
TieDye,76203,,Denton County,2018.0,7.676544149075718,"Stable, normal stage",208.52066210045663,10.775228310502284,0.16802739726028745,33.20748,-97.1522,42.0,10.0,45.0,3.6,44.0,29.0,59.5,FALSE,55031,MT684600
Tiffany,17325,215.0,Adams County,2013.0,7.676608016893816,Not applicable,171.3845890410959,6.428196347031964,0.21909589041099947,39.835556,-77.235833,42.0,10.0,45.0,3.6,44.0,29.0,64.0,TRUE,50768,KM101119
Tiger,97333,183.0,Benton County,2009.0,7.675762287084477,"Stable, normal stage",162.08082191780818,7.070696347031963,0.15890410958901807,44.560271,-123.274387,28.0,6.7,30.0,2.4,29.0,19.0,60.7,TRUE,50332,JQ684677
TillyBobJoe,07410,6315.0,Bergen County,2017.0,7.6736022546409215,"Stable, low stage",172.38230593607312,6.521118721461187,0.2285479452055151,40.939339,-74.119911,64.0,18.2,81.0,5.8,66.0,46.0,67.8,TRUE,58677,MH669015
TimTam,15213,14474.0,Allegheny County,2016.0,7.675301711277743,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4465,-79.9556,38.0,9.1,41.0,3.3,40.0,26.0,66.6,TRUE,53431,MH479927
Timinator,75072,,Collin County,2014.0,7.676527949447081,"Stable, normal stage",207.59497716894973,10.791621004566206,0.17668493150686718,33.168693,-96.754697,40.0,9.6,43.0,3.5,42.0,28.0,60.9,FALSE,51138,MF377441
Timmi,49224,144.0,Calhoun County,2015.0,7.676526652704227,Not determined,163.3071917808219,4.431278538812785,0.3359726027397347,42.242254,-84.735182,31.0,7.4,33.0,2.7,32.0,21.0,66.5,FALSE,68355,MK279887
TimoTea,33556,601.0,Hillsborough County,2018.0,7.6744698040897585,,217.29155251141552,17.55308219178082,0.12216438356163928,28.1186,-82.5766,16.0,3.8,17.0,1.4,16.0,11.0,68.7,FALSE,17427,MK524502
Timshel,76205,2188.0,Denton County,2010.0,7.6752425010651955,"Stable, normal stage",204.9692922374429,10.804680365296807,0.1593424657534401,33.191516,-97.096788,42.0,10.0,45.0,3.6,44.0,29.0,63.1,TRUE,53278,JF957060
TinSulphur,19308,,Chester County,2018.0,7.677739941558574,,175.67659817351597,7.047374429223742,0.1984931506849619,39.93,-75.68,41.0,9.8,44.0,3.6,43.0,28.0,63.5,FALSE,41807,MK620905
TinaBelcher,76210,2463.0,Denton County,2016.0,7.677209729935534,"Stable, normal stage",208.7019406392694,10.796575342465754,0.15654794520549356,33.1384,-97.089978,42.0,10.0,45.0,3.6,44.0,29.0,67.7,TRUE,52490,MK392365
TinaFeyge,42003,426.0,McCracken County,2011.0,7.6771943093455794,"Stable, high stage",185.93892694063928,9.191095890410958,0.1660547945205561,37.03722,-88.64471400000002,35.0,8.4,37.0,3.0,37.0,24.0,63.9,TRUE,51367,KY471266
TinaLin,,,,,,,217.67248858447488,-1.6948630136986302,0.2502739726027832,39.571297,-119.79599,99.0,34.9,151.0,9.3,99.0,74.0,65.4,TRUE,43366,
Tinciduntsolum,49224,144.0,Calhoun County,2016.0,7.6772980446292864,,163.3071917808219,4.431278538812785,0.3359726027397347,42.248017,-84.744169,31.0,7.4,33.0,2.7,32.0,21.0,69.0,FALSE,67496,MN586046
TinoCrisci,19333,1997.0,Chester County,2016.0,7.677754991029223,"Stable, normal stage",175.40764840182652,6.6901826484018265,0.2064383561644129,40.021094,-75.42009499999998,60.0,16.3,73.0,5.4,62.0,43.0,60.1,FALSE,15556,MF140433
TinyTim,63143,4910.0,Saint Louis County,2010.0,7.6789538671903745,"Stable, normal stage",181.73047945205482,7.855136986301369,0.16241095890411614,38.645104,-90.31481,37.0,8.8,39.0,3.2,39.0,25.0,64.8,FALSE,153817,MK112554
TinyTimothy,28723,101.0,Jackson County,2017.0,7.678336113440138,,191.1958904109589,7.831621004566211,0.1527397260273686,35.3025,-83.183611,38.0,9.1,41.0,3.3,40.0,26.0,56.8,None,53932,MK878904
TinyTruffula,,,,,,,174.15878995433792,6.711461187214618,0.2369589041096169,39.436717,-84.645083,48.0,11.5,51.0,4.2,50.0,33.0,69.0,FALSE,17050,MT498047
Tinybot,18042,1964.0,Northampton County,2015.0,7.677571062838634,"Stable, normal stage",169.95205479452054,6.534132420091324,0.1838082191780788,40.698889,-75.206944,39.0,9.3,42.0,3.4,41.0,27.0,64.0,TRUE,51402,KY549155
TiroTheta9,42103,267.0,Warren County,2009.0,7.67834289607336,,179.4019406392694,9.698744292237444,0.16750684931508794,36.992777,-86.420833,40.0,9.6,43.0,3.5,42.0,28.0,63.9,TRUE,51367,JN561150
ToastyFinz,63144,3754.0,Saint Louis County,2015.0,7.682801681249624,Peak stage,180.06141552511414,7.602853881278539,0.1534794520547796,38.633056,-90.349167,37.0,8.8,39.0,3.2,39.0,25.0,72.5,TRUE,39693,KY676784
TomBombadil,,,Lake County,2015.0,7.684923799028986,,169.90468036529683,6.144292237442922,0.19345205479450286,42.37,-87.49,32.0,7.6,34.0,2.8,33.0,22.0,66.4,FALSE,68880,MK279888
TomSawyer,22801,1170.0,,2017.0,7.682078701221613,"Stable, normal stage",181.7498858447489,6.082762557077626,0.16534246575344352,38.428967,-78.862928,31.0,7.4,33.0,2.7,32.0,21.0,49.3,FALSE,133961,MN369750
Toma,76052,353.0,Tarrant County,2016.0,7.684630240163868,"Stable, normal stage",212.2567351598173,10.311027397260276,0.17682191780823955,32.971243,-97.350745,42.0,10.0,45.0,3.6,44.0,29.0,65.8,TRUE,51396,MH171098
Tomaszewski,59601,212.0,Lewis and Clark County,2017.0,7.795838077947862,Not determined,167.71004566210047,-1.8843607305936072,0.380684931506863,46.5891,-112.0391,28.0,6.7,30.0,2.4,29.0,19.0,63.0,TRUE,74707,MN096364
Tomathan,00705,801.0,Aibonito,2012.0,7.684756744410947,Falling stage,,,,,,,,,,,,63.4,TRUE,52876,MH513985
ToneTone,80309,,Boulder County,2014.0,7.680941137752483,,186.02214611872142,-2.0170662100456624,0.2716712328767645,40.0098,-105.27,31.0,7.4,33.0,2.7,32.0,21.0,61.5,TRUE,52044,KX375815
Tonenili,70135,,Orleans Parish,2014.0,7.6816405106802526,Falling stage,207.50810502283105,16.532305936073058,0.14490410958905015,29.961082,-90.103096,19.0,4.5,20.0,1.6,20.0,13.0,64.1,FALSE,160985,KX752698
Toniann,15213,14474.0,Allegheny County,2016.0,7.680985347687748,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.435945,-79.956106,38.0,9.1,41.0,3.3,40.0,26.0,61.9,TRUE,92546,MF919537
TootsiePop,01507,308.0,Worcester County,2015.0,7.7375071605662225,Rising stage,169.91130136986303,4.956929223744291,0.21254794520548773,42.119994,-71.985376,46.0,11.0,49.0,4.0,48.0,32.0,62.9,TRUE,57455,MH020243
Topanga,91364,3405.0,Los Angeles County,2019.0,7.6807819439169,,230.5850456621005,8.03595890410959,0.11939726027397295,34.1398,-118.601,47.0,11.2,50.0,4.1,49.0,32.0,65.1,TRUE,47881,MT522002
Topgun,,,,,,,217.67248858447488,-1.6948630136986302,0.2502739726027832,39.5727,-119.797,99.0,34.9,151.0,9.3,99.0,74.0,63.9,TRUE,50977,
Tophat,17837,318.0,Union County,2015.0,7.681161696850125,Not applicable,164.04554794520547,5.503310502283106,0.2290410958904568,40.956,-76.883,30.0,7.2,32.0,2.6,31.0,21.0,61.6,FALSE,70091,MF185725
ToriToki,76201,4857.0,Denton County,2017.0,7.684868744872882,"Stable, normal stage",208.52066210045663,10.775228310502284,0.16802739726028745,33.202555,-97.13444,55.0,14.0,63.0,4.9,57.0,39.0,59.7,FALSE,46077,MG663585
Tortellini,80303,1014.0,Boulder County,2013.0,7.684755171779572,Not applicable,186.02214611872142,-2.0170662100456624,0.2716712328767645,39.998704,-105.252092,31.0,7.4,33.0,2.7,32.0,21.0,65.8,TRUE,49658,KX648391
Tortoise16,06106,9436.0,Hartford County,2013.0,7.684421323676804,Falling stage,168.72705479452054,5.6625570776255705,0.2178904109589068,41.749093,-72.691956,30.0,7.2,32.0,2.6,31.0,21.0,64.8,FALSE,154584,MK359324
Toto,20147,2721.0,Loudoun County,2008.0,7.684101046851032,"Stable, normal stage",178.2376712328767,7.329452054794522,0.2012328767123428,39.0702,-77.4639,45.0,10.8,48.0,3.9,47.0,31.0,63.0,TRUE,75933,JN006061
TouchMeNot,15213-4026,,Allegheny County,2017.0,7.7707090995009125,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4375,-79.9465,38.0,9.1,41.0,3.3,40.0,26.0,60.0,None,40526,MH271317
Toulouse,54016,442.0,Saint Croix County,2017.0,7.782501104760318,,164.7658675799087,2.3207762557077625,0.28578082191776977,44.984533,-92.7545,21.0,5.0,22.0,1.8,22.0,14.0,60.3,FALSE,15319,KU160670
Traaww1,30043,2467.0,Gwinnett County,2015.0,7.688479320712013,Not determined,197.7875570776256,10.261872146118721,0.1378082191780706,33.97823,-84.00269399999998,56.0,14.4,65.0,5.0,58.0,39.0,62.9,TRUE,75423,MN586013
Traft412,04106,2061.0,Cumberland County,2016.0,7.688061562746872,Not applicable,162.80867579908673,5.131849315068493,0.18276712328763828,43.646692,-70.228927,50.0,12.0,54.0,4.4,53.0,35.0,63.7,TRUE,51223,MN585997
Trax,04429,67.0,Penobscot County,2018.0,,,159.8705479452055,3.3825342465753425,0.3178630136986296,44.80485,-68.667548,34.0,8.1,36.0,2.9,36.0,23.0,58.7,None,75943,MK967378
Treddle,06024,81.0,Litchfield County,2012.0,7.688069459858268,Falling stage,164.52043378995432,4.511221461187215,0.28931506849317673,42.011162,-73.27501600000002,41.0,9.8,44.0,3.6,43.0,28.0,63.9,TRUE,53008,KP027203
Tredge,15213,14474.0,Allegheny County,2017.0,7.68806557726904,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.443884,-79.957642,38.0,9.1,41.0,3.3,40.0,26.0,59.6,FALSE,75345,MK494098
Tres,22801,1170.0,,2014.0,7.68602536276745,"Stable, normal stage",181.7498858447489,6.082762557077626,0.16534246575344352,38.42919600000001,-78.861398,31.0,7.4,33.0,2.7,32.0,21.0,68.9,FALSE,67349,KT365402
Tribby,17837,318.0,Union County,2015.0,7.6862895392900965,Not applicable,164.04554794520547,5.503310502283106,0.2290410958904568,40.9546,-76.8836,30.0,7.2,32.0,2.6,31.0,21.0,45.2,FALSE,59084,MF189175
Tribute,,,Hunt County,2016.0,7.687830388686706,"Stable, normal stage",203.8195205479452,11.444406392694066,0.15454794520549067,33.171,-96.188,31.0,7.4,33.0,2.7,32.0,21.0,50.0,FALSE,133471,MN369743
Trike,71201,1565.0,Ouachita Parish,2009.0,7.6878382620574115,"Stable, normal stage",197.62728310502285,12.952511415525114,0.13953424657535046,32.52535,-92.10796,22.0,5.2,23.0,1.9,23.0,15.0,64.5,TRUE,44716,KM101120
Trina,,,Bossier Parish,2014.0,7.687729972943194,Not applicable,202.46746575342462,13.131940639269393,0.14241095890411656,32.704374,-93.759579,26.0,6.2,28.0,2.2,27.0,18.0,44.7,None,139262,MF668286
Trine,15260,,Allegheny County,2016.0,7.687764645818423,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4447,-79.9522,38.0,9.1,41.0,3.3,40.0,26.0,67.8,FALSE,43758,MH271318
Trinitium,20646,229.0,Charles County,2018.0,7.687764645818423,,183.87340182648398,8.588470319634705,0.15605479452053705,38.55186,-77.01096,46.0,11.0,49.0,4.0,48.0,32.0,64.7,FALSE,154512,MN276192
TripleJ,15213,14474.0,Allegheny County,2017.0,7.687061075501052,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4512,-79.9512,38.0,9.1,41.0,3.3,40.0,26.0,64.5,None,45507,MN234178
Trireme,,,,2019.0,7.797566569829413,"Stable, normal stage",208.03789954337898,8.175,0.21723287671234587,35.518333,-97.784722,66.0,19.2,85.0,6.0,68.0,47.0,69.0,FALSE,17030,
Triscuit,43950,191.0,Belmont County,2016.0,7.6872264999598965,Not applicable,166.51917808219181,6.304337899543379,0.2380273972602953,40.082364,-80.920625,36.0,8.6,38.0,3.1,38.0,25.0,58.3,None,67539,MH047631
Trixie,23831,1374.0,Chesterfield County,2009.0,7.683980715661553,,187.187100456621,8.859018264840183,0.14030136986299968,37.322236,-77.449242,16.0,3.8,17.0,1.4,16.0,11.0,64.5,TRUE,53526,JN408461
Troje,54022,159.0,Pierce County,2016.0,7.68480694971633,Not applicable,162.46746575342462,2.057990867579909,0.3163013698630409,44.85205300000001,-92.625197,21.0,5.0,22.0,1.8,22.0,14.0,60.4,FALSE,45909,MG770215
Troll4,20902,6443.0,Montgomery County,2004.0,7.681191524397592,,180.8611872146119,7.507762557077624,0.16594520547943126,39.047186,-77.03064,59.0,15.9,71.0,5.3,61.0,42.0,59.6,FALSE,64618,FJ168662
Trouble,95064,3908.0,Santa Cruz County,2008.0,7.794379992232478,"Stable, normal stage",215.05068493150685,8.325,0.1006027397260431,36.998917,-122.052767,16.0,3.8,17.0,1.4,16.0,11.0,63.6,TRUE,52102,KF024724
Troy,35234,1772.0,Jefferson County,2018.0,7.799989594174307,,196.86780821917807,11.498744292237447,0.13854794520548586,33.543682000000004,-86.77963299999998,64.0,18.2,81.0,5.8,66.0,46.0,68.1,None,44609,MH926061
TroyPia,,,且末县,2016.0,,,180.69954337899543,8.699543378995434,0.18112328767125602,37.103313,-85.298677,45.0,10.8,48.0,3.9,47.0,31.0,63.9,TRUE,51407,
Truong,,,,,,,212.84417808219175,17.869634703196347,0.06498630136985843,29.831944,-81.268889,16.0,3.8,17.0,1.4,16.0,11.0,60.1,None,54309,MT310869
Trustiboi,43062,351.0,Licking County,2018.0,,,172.17237442922374,6.399166666666673,0.24816438356166184,40.0089,-82.5767,47.0,11.2,50.0,4.1,49.0,32.0,50.0,FALSE,58242,
TrvxScott,92093,,San Diego County,2015.0,7.703057808160421,Not applicable,215.42408675799086,10.671335616438355,0.05679452054794475,32.882778,-117.243333,40.0,9.6,43.0,3.5,42.0,28.0,67.8,TRUE,52600,MH669016
Trypo,63105,6647.0,Saint Louis County,2012.0,7.703174054113786,"Stable, normal stage",181.73047945205482,7.855136986301369,0.16241095890411614,38.648611,-90.311944,66.0,19.2,85.0,6.0,68.0,47.0,66.4,FALSE,68798,MG944223
TuanPN,75044,3800.0,Dallas County,2018.0,7.706171717335503,"Stable, normal stage",208.6251141552512,11.146118721461187,0.16558904109590178,32.9494,-96.6642,35.0,8.4,37.0,3.0,37.0,24.0,65.7,TRUE,51517,MN096373
Tubs,39483,42.0,Marion County,2017.0,7.706140677419953,,200.84863013698632,14.083812785388124,0.13550684931504858,31.312336,-89.914974,17.0,4.0,18.0,1.4,18.0,11.0,62.6,TRUE,53300,MK977713
Tuco,10960,3599.0,Rockland County,2013.0,7.777086361970383,,168.32260273972602,6.3371575342465745,0.2069863013698425,41.081909,-73.927521,11.0,2.6,11.0,0.9,11.0,7.0,63.0,TRUE,76944,KX817173
TuertoX,15666,299.0,Westmoreland County,2018.0,7.703881697061932,"Stable, normal stage",164.97705479452054,5.569292237442921,0.2739726027397664,40.1643,-79.545,40.0,9.6,43.0,3.5,42.0,28.0,66.6,TRUE,46221,
Turbido,23602,2970.0,,2009.0,7.703361678896892,,184.54326484018262,10.442237442922377,0.10898630136987897,37.099046,-76.52985,57.0,14.9,67.0,5.1,59.0,40.0,63.3,TRUE,53169,JN408460
Turj99,63105,6647.0,Saint Louis County,2010.0,7.704310866994616,"Stable, normal stage",181.73047945205482,7.855136986301369,0.16241095890411614,38.648961,-90.314219,37.0,8.8,39.0,3.2,39.0,25.0,63.7,TRUE,51161,KT388014
Tweety,15260,,Allegheny County,2003.0,7.796049722495116,"Stable, high stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.44422,-79.953218,38.0,9.1,41.0,3.3,40.0,26.0,61.7,TRUE,58692,EF536069
Tweety19,,,,,,,207.60365296803653,17.19189497716895,0.06613698630136462,29.3138,-94.817,18.0,4.3,19.0,1.5,19.0,12.0,66.1,TRUE,40873,
Twinkle,15213,14474.0,Allegheny County,2017.0,7.705119968084911,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4440088,-79.95605400000002,38.0,9.1,41.0,3.3,40.0,26.0,65.6,TRUE,54241,MK878902
Twister,90670,1757.0,Los Angeles County,2010.0,7.7051016213390335,Not applicable,224.25262557077625,7.571792237442927,0.14471232876712942,33.887421999999994,-118.031269,55.0,14.0,63.0,4.9,57.0,39.0,65.0,TRUE,51094,JQ512844
Twister6,15213-4026,,Allegheny County,2015.0,7.7050338829606,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.440411,-79.95573900000002,38.0,9.1,41.0,3.3,40.0,26.0,67.7,TRUE,57804,KX557286
Twitch,49424,780.0,Ottawa County,2013.0,7.705277180124548,Falling stage,165.62773972602741,4.9861872146118715,0.3325753424657595,42.798056,-86.093889,27.0,6.4,29.0,2.3,28.0,18.0,66.6,TRUE,59711,
Twonlo,27707,2116.0,Durham County,2018.0,7.703996132557845,Not applicable,191.19155251141552,9.991894977168947,0.14863013698626626,35.9749,-78.8815,41.0,9.8,44.0,3.6,43.0,28.0,67.7,FALSE,56530,
TyDawg,30597,,Lumpkin County,2018.0,7.697731850338691,Not determined,193.7167808219178,9.897488584474884,0.13586301369860698,34.527221999999995,-83.986944,58.0,15.4,69.0,5.2,60.0,41.0,61.6,FALSE,81039,MN586024
Tydolla,10962,1015.0,Rockland County,2017.0,7.797780809696435,,169.68162100456618,6.5220319634703205,0.21528767123286696,41.047196,-73.95059499999998,11.0,2.6,11.0,0.9,11.0,7.0,67.5,FALSE,68657,MH576977
TygerBlood,36265,212.0,Calhoun County,2011.0,7.697736836701813,,193.48047945205482,11.11345890410959,0.14084931506849335,33.826667,-85.772778,42.0,10.0,45.0,3.6,44.0,29.0,63.9,TRUE,51373,MK878905
TymAbreu,54016,442.0,Saint Croix County,2014.0,7.696214569294332,,164.7658675799087,2.3207762557077625,0.28578082191776977,44.984444,-92.754444,21.0,5.0,22.0,1.8,22.0,14.0,60.1,FALSE,15556,KT783672
Typha,,,Miami-Dade County,2015.0,7.7450286495692575,Not applicable,223.5103881278539,20.966438356164385,0.028000000000003283,25.42,-80.17,15.0,3.6,16.0,1.3,15.0,10.0,66.0,TRUE,75687,MK494099
TyrionL,43221,3347.0,Franklin County,2015.0,7.701487304945459,"Stable, normal stage",170.9837899543379,6.402625570776256,0.2471232876712842,40.039,-83.098,12.0,2.8,12.0,1.0,12.0,8.0,66.4,FALSE,68637,KX576646
Tyrumbra,54016-9303,,Saint Croix County,2018.0,7.701669746967925,,164.7658675799087,2.3207762557077625,0.28578082191776977,44.973333,-92.731667,21.0,5.0,22.0,1.8,22.0,14.0,68.7,FALSE,53975,MN175603
Tyson,75602,475.0,Gregg County,2016.0,7.701356819137956,,199.6557077625571,11.948515981735161,0.13501369863011378,32.465976,-94.722844,30.0,7.2,32.0,2.6,31.0,21.0,58.7,TRUE,74429,
U2,18108,,Northampton County,2003.0,7.7009597841413955,"Stable, normal stage",170.40079908675796,6.190639269406392,0.17032876712327946,40.62164,-75.361919,39.0,9.3,42.0,3.4,41.0,27.0,63.7,TRUE,51277,AY500152
UAch1,55803,52.0,Saint Louis County,2016.0,7.700274195001931,"Stable, normal stage",155.94098173515982,0.8044520547945205,0.343369863013653,46.999722,-92.135556,17.0,4.0,18.0,1.4,18.0,11.0,66.4,FALSE,68405,MH576967
UNTPL,76203,,Denton County,2012.0,7.6994977219351926,"Stable, normal stage",208.52066210045663,10.775228310502284,0.16802739726028745,33.210244,-97.152818,55.0,14.0,63.0,4.9,57.0,39.0,68.3,FALSE,54495,MH229864
UPIE,97331,7464.0,Benton County,2009.0,7.698694826949893,"Stable, normal stage",162.08082191780818,7.070696347031963,0.15890410958901807,44.565454,-123.275549,34.0,8.1,36.0,2.9,36.0,23.0,58.8,TRUE,73784,JF704113
Ugenie5,70124,2527.0,Orleans Parish,2017.0,7.699912764877638,Falling stage,208.29086757990868,16.418607305936074,0.12252054794520165,29.993261,-90.098301,19.0,4.5,20.0,1.6,20.0,13.0,62.7,TRUE,50799,MK524489
